Var_,VarCode,VarName
1343,Ric,Riccia
2789,Rci,Ricinocarpos
2468,Rcn.c,Ricinus communis
263,Rob,Robinia
934,Rob-t,Robinia-type
843,Ros,Rosa
483,Rosae,Rosaceae
3133,Rosae<20,Rosaceae (<20 _m)
3132,Rosae>20,Rosaceae (>20 _m)
1251,R.cf.Ade,Rosaceae cf. Adenostoma
3442,cf.Fil,Rosaceae cf. Filipendula
2235,cf.Hol,Rosaceae cf. Holodiscus
3443,cf.Sor,Rosaceae cf. Sorbus
2161,Ro.he.ud,Rosaceae herbs undiff.
1294,Rosae.Ma,Rosaceae subf. Maloideae
265,Ro.tr.ud,Rosaceae trees undiff.
3181,Ro/An/Rh,Rosaceae/Anacardiaceae/Rhamnaceae
3688,Rotif,Rotifera
2040,Rou,Roupala
2485,Rub,Rubia
733,Rubae,Rubiaceae
266,Rubae.ud,Rubiaceae undiff.
267,Rbs,Rubus
1171,Rbs.a,Rubus arcticus
840,Rbs.cf.c,Rubus cf. R. chamaemorus
734,Rbs.c,Rubus chamaemorus
3486,Rbs.c-t,Rubus chamaemorus-type
3405,Rbs.fr-t,Rubus fruticosus-type
2414,Rbs.pi,Rubus pinnatus
1419,Rbs-t,Rubus-type
3637,Rbs-t.ud,Rubus-type undiff.
2041,Rue,Ruellia
268,Rum,Rumex
736,Rum.as-t,Rumex acetosa-type
3172,Rum.al,Rumex acetosella
1532,Rum.al-t,Rumex acetosella-type
2648,Rum.cf.a,Rumex cf. R. acetosella
1453,Rum.cf.s,Rumex cf. R. salicifolius
2202,Rum.cf.v,Rumex cf. R. verticillatus
3497,Rum.de,Rumex densiflorus
3596,Rum.hy,Rumex hydrolapathum
3173,Rum.me,Rumex mexicanus
1087,Rum.ob-t,Rumex obtusifolius-type
3436,Rum.a/a,Rumex subg. Acetosa/R. subg. Acetosella
3445,Rum.Ru,Rumex subg. Rumex
904,Rum.ud,Rumex undiff.
536,Ru/Ox,Rumex/Oxyria digyna
1209,Ru/Ox.ud,Rumex/Oxyria digyna undiff.
1227,Rum-t.ud,Rumex-type undiff.
737,,Ruppia
518,Rup.m,Ruppia maritima
1420,Rup.m-t,Ruppia maritima-type
390,Rutae,Rutaceae
1220,Rutae.ud,Rutaceae undiff.
269,Sab,Sabal
1794,Sbiae,Sabiaceae
2042,Sbc,Sabicea
3428,Sgi-t,Sagina-type
270,Sag,Sagittaria
3260,Sag/Ecn,Sagittaria/Echinodorus
1746,Slcae,Salicaceae
738,Slx.ar-t,Salix arctica-type
3543,Slx.c,Salix caroliniana
1875,Slx.cf.h,Salix cf. S. humboldtiana
272,Slx.he,Salix herbacea
739,Slx.he-t,Salix herbacea-type
3073,Slx.hu,Salix humboldtiana
1084,Slx.ni,Salix nigra
740,Slx.re-t,Salix reticulata-type
1216,Slx.ud,Salix undiff.
273,Slx.ve,Salix vestita
741,Slx.ve-t,Salix vestita-type
1745,Slx-t,Salix-type
274,Sal,Salsola
1279,Sal-t,Salsola-type
2146,Slg,Salvagesia
1339,Slv,Salvia
3391,Svi,Salvinia
275,Sam,Sambucus
3515,Sam.c,Sambucus canadensis
3597,Sam.n-t,Sambucus nigra-type
1421,Sam-t,Sambucus-type
921,sa.ma.g,Sample dry mass (g)
923,aliqut.g,"Sample mass (of counted, g)"
1282,sme.g,Sample mass examined (g)
276,sa.vo.ml,Sample volume (ml)
1277,sve.ml,Sample volume examined (ml)
1522,sand%im,Sand (percent mass after LOI)
826,Sng.c,Sanguinaria canadensis
277,San,Sanguisorba
742,San.ca,Sanguisorba canadensis
3454,San.mi,Sanguisorba minor
1301,San.of,Sanguisorba officinalis
3723,San.st,Sanguisorba stipulata
980,San-t,Sanguisorba-type
1657,Sntae,Santalaceae
1136,Sapae,Sapindaceae
1231,Sapae.ud,Sapindaceae undiff.
278,Sap,Sapindus
2043,Spm,Sapium
2384,Spm.e,Sapium ellipticum
1747,Spm-t,Sapium-type
1847,Sptae,Sapotaceae
2100,Sptae.ud,Sapotaceae undiff.
744,,Sarcobatus
279,Sar.v,Sarcobatus vermiculatus
280,Src,Sarracenia
745,Src.p,Sarracenia purpurea
2639,Sas,Sassafras
2638,Sas.a,Sassafras albidum
3380,Sru,Saurauia
3545,Surae,Saururaceae
3544,Sur,Saururus cernuus
1157,Sau,Saussurea
1658,,Saxegothaea
1627,Sxg.c,Saxegothaea conspicua
487,Sax,Saxifraga
2923,Sax.ai,Saxifraga aizoides
1148,Sax.ce,Saxifraga cernua
746,Sax.ce-t,Saxifraga cernua-type
3615,Sax.cf.h,Saxifraga cf. S. hirculus
844,Sax.cf.p,Saxifraga cf. S. punctata
845,Sax.cf.s,Saxifraga cf. S. stellaris
2591,Sax.cf.v,Saxifraga cf. S. virginiensis
1149,Sax.fo,Saxifraga foliolosa
1174,Sax.fo-t,Saxifraga foliolosa-type
1145,Sax.hi,Saxifraga hieracifolia
1175,Sax.hi-t,Saxifraga hieracifolia-type
3406,Sax.ni,Saxifraga nivalis
3619,Sax.ni-t,Saxifraga nivalis-type
2319,Sax.op,Saxifraga oppositifolia
747,Sax.op-t,Saxifraga oppositifolia-type
2320,Sax.pe,Saxifraga pensylvanica
1146,Sax.tr,Saxifraga tricuspidata
1144,Sax.tr-t,Saxifraga tricuspidata-type
1222,Sax.ud,Saxifraga undiff.
282,Saxae,Saxifragaceae
912,Saxae.ud,Saxifragaceae undiff.
1473,Saxae-t,Saxifragaceae-type
281,Sax-t,Saxifraga-type
1325,Sca,Scabiosa
3598,Sca.r-t,Scabiosa rotata-type
3342,Sce,Scaevola
2375,Sff,Schefflera
2376,Sff.a,Schefflera abyssinica
2377,Sff.m,Schefflera myriantha
283,Shz.p,Scheuchzeria palustris
1635,Sch,Schinus
3502,Sch.t,Schinus terebinthifolius
1809,Sch-t,Schinus-type
1853,Scz.e,Schizaea elegans
1854,Sczae,Schizaeaceae
2859,Szl,Schizeilema
2858,Szl.f,Schizeilema fragosea
3261,Szo,Schizolobium
333,Shr,Schrankia
3523,Sci.v,Scirpus validus
2907,Slr,Scleranthus
2906,Slr.p,Scleranthus perennis
2908,Slr-t,Scleranthus-type
2044,Scl,Sclerolobium
3599,Scr/Vrb,Scrophularia/Verbascum
284,Scrae,Scrophulariaceae
1160,Scrae.ud,Scrophulariaceae undiff.
525,Scrae-t,Scrophulariaceae-type
1539,Scu.cf.g,Scutellaria cf. S. galericulata
1099,Scu-t,Scutellaria-type
2469,Sba,Sebaea
2470,Sba.b,Sebaea brachyphylla
2045,Seb,Sebastiania
1870,Seb.b,Sebastiania brasiliensis
3074,Seb.cf.s,Sebastiania cf. S. schottiana
1810,Seb.c,Sebastiania commersoniana
967,Sec,Secale
488,Sec-t,Secale-type
2495,Sga,Securinega
2496,Sga.v,Securinega virosa
285,Sed,Sedum
3469,Sed.a,Sedum acre
286,Sel,Selaginella
3658,Sel.ar,Selaginella arenicola
1871,,Selaginella cf. S. excurrens
3131,Sel.cf.m,Selaginella cf. S. marginata
1855,Sel.dc,Selaginella decomposita
986,Sel.de,Selaginella densa
510,Sel.de-t,Selaginella densa-type
2679,Sel.he,Selaginella helvetica
749,Sel.ru,Selaginella rupestris
511,Sel.ru-t,Selaginella rupestris-type
2305,Sel.sa,Selaginella sanguinolenta
750,Sel.se,Selaginella selaginoides
1006,Sel.si,Selaginella sibirica
1187,Sel.ud,Selaginella undiff.
1410,Sel.wa,Selaginella wallacei
1422,Sel.wa-t,Selaginella wallacei-type
886,Sen,Senecio
2381,Sen.m,Senecio mannii
1915,Sen-t,Senecio-type
2801,Seq,Sequoia
1592,Sqd,Sequoiadendron
287,Ser,Serenoa
2449,Srs,Sericostachys
2450,Srs.s,Sericostachys scandens
2046,Sej,Serjania
3525,Ses,Sesbania
542,She,Shepherdia
289,She.a,Shepherdia argentea
290,She.c,Shepherdia canadensis
2966,She.c-t,Shepherdia canadensis-type
1496,She.r,Shepherdia rotundifolia
288,She.ud,Shepherdia undiff.
291,shrub.ud,Shrubs undiff.
3076,,Sickingia
1572,Sid,Sida
2306,Sil,Silene
2454,Sil.b,Silene burchellii
3703,Sil-t,Silene-type
2179,silc%dm,Silicates (percent dry mass)
3075,Smr,Simira
1588,Sim.c,Simmondsia chinensis
3211,Sin,Sinapsis
3210,Sin.a,Sinapsis arvensis
334,Sis,Sisyrinchium
1135,Sis-t,Sisyrinchium-type
3629,Siu-t,Sium-type
2047,Slo,Sloanea
2117,sgrav%cl,Small gravel (percent clastics)
1643,Smiae,Smilacaceae
2633,Sml.t-t,Smilacina trifolia-type
819,Smi,Smilax
2502,Smt,Smithia
2503,Smt.e,Smithia elliotii
543,Solae,Solanaceae
292,Solae.ud,Solanaceae undiff.
1515,Solae-t,Solanaceae-type
1262,Sol,Solanum
3600,Sol.d,Solanum dulcamara
489,Sol.r,Solanum rostratum
3031,Sol-t,Solanum-type
3407,Sld-t,Solidago-type
1521,ss.mmhos,Soluble salts (millimhos)
2125,ss%dm,Soluble salts (percent dry mass)
3470,Son,Sonchus
3511,Son.o,Sonchus oleraceus
1435,Sor,Sorbus
1315,Sor.a,Sorbus aucuparia
1363,,Sorbus sibirica
3455,Sor-t,Sorbus-type
3471,,Sparganiaceae
908,Spa,Sparganium
293,Spa-t,Sparganium-type
2932,Spu,Spergula
2933,Spu.a,Spergula arvensis
2937,Spu.a-t,Spergula arvensis-type
1313,Sp/Sp,Spergula/Spergularia
2936,Spl,Spergularia
2935,Spl-t,Spergularia-type
2934,Spu-t,Spergula-type
2486,Spe,Spermacoce
490,Sph,Sphaeralcea
1122,Sph.c,Sphaeralcea coccinea
1423,Sph-t,Sphaeralcea-type
3343,Sae,Sphaerostephanos
1305,spik.ud,Spike (undiff.)
2636,spk.ta.n,"Spike tablets (added, number)"
2635,spkCn/t,"Spike tablets (concentration, grains/tablet)"
787,Spn.cf.b,Spiniferites cf. S. bulloides
788,Spn.cf.m,Spiniferites cf. S. mirabilis
789,Spn.cf.r,Spiniferites cf. S. ramosus
791,Spn.e-t,Spiniferites elongatus-type
790,Spn.ud,Spiniferites undiff.
753,Spi,Spiraea
295,Spi-t,Spiraea-type
1488,Spy,Spirogyra
2176,Spc,Spirotheca
2091,Spd,Spondias
1748,Spd-t,Spondias-type
340,sp,Spore
2229,sp.a.ps,Spore (alete psilate)
547,sp.a.ud,Spore (alete undiff.)
754,sp.a,Spore (alete)
2630,sp.P2,Spore (diporate)
3333,sp.m.A,Spore (monolete A)
3334,sp.m.B,Spore (monolete B)
1934,sp.m.fo,Spore (monolete foveolate)
2343,sp.m.ps,Spore (monolete psilate)
2139,sp.m.re,Spore (monolete reticulate)
2230,sp.m.sc,Spore (monolete sculptured)
184,sp.m.ud,Spore (monolete undiff.)
1941,sp.m.ve,Spore (monolete verrucate)
3364,sp.m25,Spore (monolete) 25 _m
3365,sp.m35,Spore (monolete) 35 _m
3366,sp.m45,Spore (monolete) 45 _m
3363,sp.m55,Spore (monolete) 55 _m
2140,sp.st,Spore (striate)
1137,sp.t.co,Spore (trilete corroded)
755,sp.t.fo,Spore (trilete foveolate)
3268,Sp.tp.1,Spore (trilete psilate type 1)
3269,Sp.tp.2,Spore (trilete psilate type 2)
1256,sp.t.ps,Spore (trilete psilate)
2138,sp.t.re,Spore (trilete reticulate)
1257,sp.t.sc,Spore (trilete sculptured)
3262,Sp.t.2,Spore (trilete type 2)
3263,Sp.t.3,Spore (trilete type 3)
3264,Sp.t.4,Spore (trilete type 4)
3265,Sp.t.6,Spore (trilete type 6)
3266,Sp.t.7,Spore (trilete type 7)
3267,Sp.t.8,Spore (trilete type 8)
1937,sp.t.j,Spore (trilete type j)
305,sp.t.ud,Spore (trilete undiff.)
3270,Sp.tv.1,Spore (trilete verrucate type 1)
887,sp.t.ve,Spore (trilete verrucate)
296,sp.ud,Spore undiff.
1493,Spr,Sporites
1489,Fu:Spo,Sporormiella
2894,Sta,Stachys
491,Sta-t,Stachys-type
2790,Stk,Stackhousia
2791,Stkae,Stackhousiaceae
2746,Stu.e,Staurophyra elegans
545,Ste,Stellaria
2909,Ste.h,Stellaria holostea
2455,Ste.m,Stellaria mannii
841,Ste-t,Stellaria-type
2072,Stm,Stemonurus
2513,Stn,Stephania
2514,Stn.a,Stephania abyssinica
2438,Stc,Sterculia
1729,Stcae,Sterculiaceae
1811,Sth,Struthanthus
2177,Stp,Stryphnodendron
3011,Stp-t,Stryphnodendron-type
2748,Stiae,Stylidiaceae
2747,Sti,Stylidium
392,Stl,Styloceras
1813,Styae,Styracaceae
1812,Sty,Styrax
492,Sua-t,Suaeda-type
2910,Suc,Succisa
2471,Swe,Swertia
2472,Swe.u,Swertia usambarensis
3271,Smm,Symmeria
1749,Smh,Symphonia
2388,Smh.g,Symphonia globulifera
1269,Sym,Symphoricarpos
2316,Sym.o,Symphoricarpos occidentalis
393,Sym-t,Symphoricarpos-type
2911,Syy,Symphytum
2912,Syy-t,Symphytum-type
1858,Sypae,Symplocaceae
297,Syp,Symplocos
1856,Syp.l-t,Symplocos lanceolata-type
1857,Syp.t-t,Symplocos tenuifolia-type
3207,Syn.dep,Synthetic depth (cm)
2340,Syr,Syringa
1281,Syr.v,Syringa vulgaris
2368,Syz,Syzygium
2048,Tbe,Tabebuia
2029,Tab,Tabernaemontana
1309,Tamae,Tamaricaceae
2344,Tam,Tamarix
3345,Tpe,Tapeinosperma
2074,Tap,Tapirira
3077,Tap-t,Tapirira-type
2307,Tar,Taraxacum
2792,Tas,Tasmannia
1661,,Taxodiaceae
759,,Taxodiaceae/Cupressaceae/Taxaceae
298,Txm,Taxodium
3546,Txm.d,Taxodium distichum
395,Txm-t,Taxodium-type
299,Txs,Taxus
1469,Txs.b,Taxus brevifolia
1461,Txs.c,Taxus canadensis
2426,Tcl,Teclea
2049,Tco,Tecoma
631,Tec.p,Tectatodinium pellitum
1648,,Tepualia
1647,Tep.s,Tepualia stipularis
1859,Ter.cf.b,Ternstroemia cf. T. brasiliensis
2644,Tert.t,Tertiary types
1703,Tesae,Testaceae
3272,Ttp,Tetrapterys
2860,Ttr,Tetratheca
2356,Tet,Tetrorchidium
1814,Tet.r,Tetrorchidium rubrivenium
3408,Teu,Teucrium
1366,,Thalictrum angustifolium
1329,Tha.a,Thalictrum aquilegifolium
1454,Th.cf.da,Thalictrum cf. T. dasycarpum
1462,Th.cf.di,Thalictrum cf. T. dioicum
1456,Tha.c-t,Thalictrum confine-type
2602,Tha.da-t,Thalictrum dasycarpum-type
2601,Tha.di-t,Thalictrum dioicum-type
1330,Tha.l,Thalictrum lucidum
1328,Tha.ud,Thalictrum undiff.
1455,Tha.v-t,Thalictrum venulosum-type
3616,Tha/Cop,Thalictrum/Coptis
1751,Tha-t,Thalictrum-type
1840,Theea,Theaceae
1490,Fu:Thc,Thecaphora
3409,Thg,Theligonum
2682,Thlae,Thelypteridaceae
3429,Thl,Thelypteris
3150,,Thelypteris oreopteris
1370,Thl.p,Thelypteris palustris
512,Thl.p-t,Thelypteris palustris-type
3149,Thl.q,Thelypteris quelpaertensis
853,Thu,Thuja
1597,Thu.p-t,Thuja plicata-type
1398,Thu-t,Thuja-type
2345,Thyae,Thymelaeaceae
3601,Thm/Mnt,Thymus/Mentha
494,Tid,Tidestromia
2649,Tid.l,Tidestromia lanuginosa
493,Tid-t,Tidestromia-type
2793,Tie,Tieghemopanax
302,Til,Tilia
758,Til.a,Tilia americana
3472,Til.c,Tilia cordata
3473,Til.p,Tilia platyphyllos
1714,Tilae,Tiliaceae
3078,T.cf.Ape,Tiliaceae cf. Apeiba
2516,Tlc,Tiliacora
2517,Tlc.f,Tiliacora funifera
3631,,Tillaea
301,Tld,Tillandsia
1433,Fu:Tll,Tilletia
1109,Fu:Tll.s,Tilletia sphagni
3382,Tim,Timonius
2427,Tod,Toddalia
2428,Tod.a,Toddalia asiatica
1434,Tof,Tofieldia
1463,Tof.g,Tofieldia glutinosa
2200,Tof.p,Tofieldia pusilla
1752,Tou,Tournefortia
731,Tox,Toxicodendron
728,Tox.r,Toxicodendron radicans
2156,Tox.r-t,Toxicodendron radicans-type
2164,Tox.v,Toxicodendron vernix
2689,Trm,Trachomitum
2308,Tra,Trachyphyllum
2690,Tpa,Trapa
2691,Tpaae,Trapaceae
3273,Ttt,Trattinnickia
1093,tr&sh.ud,Trees and shrubs undiff.
303,trees.ud,Trees undiff.
304,Tre,Trema
3547,Tre.m,Trema micrantha
2439,Tre.o,Trema orientalis
2861,Tmnae,Tremandraceae
3079,Tre-t,Trema-type
3167,Trb,Tribulus
3117,Tch,Trichilia
3080,Trc,Trichocline
3526,Trh.d,Trichostema dichotomum
2228,Trn,Trientalis
1078,Trf,Trifolium
495,Trf.p,Trifolium pratense
3704,Trf.p-t,Trifolium pratense-type
2913,Trf.r,Trifolium repens
496,Trf.r-t,Trifolium repens-type
762,Trf-t,Trifolium-type
3459,Trf-t.ud,Trifolium-type undiff.
968,Tri,Triglochin
3724,Tri.ma,Triglochin maritimum
811,Tr/Po.Po,Triglochin/Potamogeton subg. Potamogeton
2794,Tr/Sp,Triglochin/Sparganium
3081,Tgo,Trigonia
3082,Tgoae,Trigoniaceae
1197,Trg.a,Trigonopyxis arcula
3383,Tgs,Trigonotis
2396,Trl,Trilepisium
2397,Trl.m,Trilepisium madagascariensis
1651,fsp.spik,Trilete fern-spore spike (number counted)
2593,Trd,Triodanis
1645,Trx,Tristerix
969,Trt,Triticum
497,Trt-t,Triticum-type
1815,Trs,Trixis
1676,Troae,Tropaeolaceae
1675,Tro,Tropaeolum
2079,Trp,Trophis
306,Tsu,Tsuga
2309,Tsu.d,Tsuga diversifolia
530,Tsu.h,Tsuga heterophylla
529,Tsu.m,Tsuga mertensiana
1275,Tsu.ud,Tsuga undiff.
411,,Tubuliflorae
3346,Tur,Turrillia
2983,Type1,Type 1
2991,Type10,Type 10
2992,Type11,Type 11
2993,Type12,Type 12
2994,Type13,Type 13
2995,Type14,Type 14
2996,Type15,Type 15
2997,Type16,Type 16
2998,Type17,Type 17
2984,Type2,Type 2
1202,VGt354,Type 354 (Van Geel et al. 1981)
2985,Type4,Type 4
2986,Type5,Type 5
2987,Type6,Type 6
1200,VGt69,Type 69 (Van Geel 1978)
2988,Type7,Type 7
1201,VGt75,Type 75 (Van Geel 1978)
2989,Type8,Type 8
2990,Type9,Type 9
751,Typ,Typha
752,Typ.a,Typha angustifolia
2572,Ty.a/Sp,Typha angustifolia/Sparganium
1121,Typ.a-t,Typha angustifolia-type
2346,Typ.cf.d,Typha cf. T. domingensis
2530,Typ.cf.e,Typha cf. T. elephantina
3083,Typ.d,Typha domingensis
832,Typ.l.m,Typha latifolia (monads)
1218,Typ.l.ud,Typha latifolia undiff.
1268,Typ.l-t,Typha latifolia-type
906,Typ.ud,Typha undiff.
1217,Ty/Sp.ud,Typha/Sparganium undiff.
2862,,Typhaceae
2358,Uap,Uapaca
2385,Uap.k,Uapaca kirkiana
2357,Uap.ud,Uapaca undiff.
2456,Ueb,Uebelinia
2457,Ueb.a,Uebelinia abyssinica
3410,Ule,Ulex
3456,Ul/Cy.Sa,Ulex/Cytisus subg. Sarothamnus
3411,Ule-t,Ulex-type
3412,Ule-t.ud,Ulex-type undiff.
1203,Ulmae,Ulmaceae
2543,Ulmae.ud,Ulmaceae undiff.
3548,Ulm.a,Ulmus alata
1359,,Ulmus campestris
1312,Ulm.g,Ulmus glabra
1317,Ulm.l,Ulmus laevis
1293,Ulm.m,Ulmus minor
1292,,Ulmus scabra
1386,Ulm.ud,Ulmus undiff.
408,,Umbelliferae
313,unk,Unknown
1974,unk.C2rl,Unknown (dicolpate reticulate longiaxe)
1516,unk.Fen,Unknown (fenestrate)
3552,unk.lso,Unknown (large sphere/oval)
1973,unk.C1,Unknown (monocolpate)
3384,unk.pap,Unknown (papillate)
3551,unk.P5,Unknown (pentaporate)
3182,unk.Pper,Unknown (periporate)
2088,unk.poly,Unknown (polyad)
3385,unk.ret,Unknown (reticulate)
3213,u.smc3p3,Unknown (small tricolporate)
3553,unk.spov,Unknown (sphere or ovoid)
3554,unk.spsp,Unknown (spiny sphere)
3003,unk.c4,Unknown (tetracolpate)
3550,unk.P4,Unknown (tetraporate)
3226,unk.C3s,Unknown (tricolpate scabrate)
2143,unk.C3,Unknown (tricolpate)
3084,unk.C3.f,"Unknown (tricolpate, fine sculpturing)"
1938,unk.C3ps,"Unknown (tricolpate, psilate-scabrate)"
2145,u.C3P3.p,Unknown (tricolporate psilate)
3227,C3P3pssm,"Unknown (tricolporate psilate, small)"
3228,C3P3resm,"Unknown (tricolporate reticulate, small)"
3229,C3P3resp,"Unknown (tricolporate reticulate, spheroidal)"
1471,unk.C3P3,Unknown (tricolporate)
3549,unk.P3,Unknown (triporate)
3386,unk.92,Unknown 92
3387,unk.93,Unknown 93
3388,unk.94,Unknown 94
3389,unk.95,Unknown 95
1252,unk.A,Unknown A
2173,unk/ot,Unknown and other
1470,unk.B,Unknown B
3390,u.cf.Apa,Unknown cf. Amperea
3012,unk.I,Unknown I
3013,unk.II,Unknown II
3014,unk.III,Unknown III
1756,unk.R,Unknown R
3085,unk.t12,Unknown type 12
3086,unk.t13,Unknown type 13
3087,unk.t14,Unknown type 14
3088,unk.t15,Unknown type 15
3155,unk.t2,Unknown type 2
1753,u2.C3,Unknown type 2 (tricolpate)
3274,unk.t21,Unknown type 21
3275,unk.t24,Unknown type 24
3276,unk.t28,Unknown type 28
3118,unk.t3,Unknown type 3
3277,unk.t32,Unknown type 32
1754,u35.C3P3,Unknown type 35 (tricolporate)
3089,unk.t4,Unknown type 4
1755,u40.C3P3,Unknown type 40 (tricolporate)
3278,unk.t51,Unknown type 51
3279,unk.t54,Unknown type 54
1706,u58.P6,Unknown type 58 (6-porate)
1705,u59.C6P6,Unknown type 59 (6-colporate)
3280,unk.t68,Unknown type 68
3281,unk.t71,Unknown type 71
3282,unk.t8,Unknown type 8
3283,unk.t89,Unknown type 89
3119,unk.t9,Unknown type 9
1389,unk.ud,Unknown undiff.
1414,unk/ind,Unknown/Indeterminable
2964,Un/In.ud,Unknown/Indeterminable undiff.
498,Urt,Urtica
3602,Urt.d-t,Urtica dioica-type
2883,Urt.i,Urtica incisa
315,Urtae.ud,Urticaceae undiff.
2864,Ur/Mo,Urticaceae/Moraceae
3028,Ur/Mo.p2,Urticaceae/Moraceae (diporate)
3029,Ur/Mo.p3,Urticaceae/Moraceae (triporate)
3138,Ur/Mo.ud,Urticaceae/Moraceae undiff.
1903,Urtae-t,Urticaceae-type
2545,Urtae.tu,Urticaceae-type undiff.
1816,Urtes,Urticales
3005,Urtes.ds,"Urticales (diporate, scabrate)"
3006,Urtes.pp,Urticales (polyporate)
3007,Urtes.p4,Urticales (tetraporate)
3004,Urtes.ts,"Urticales (triporate, scabrate)"
499,Urtes.ud,Urticales undiff.
314,Urt-t,Urtica-type
2315,Urt-t.ud,Urtica-type undiff.
3120,Urv,Urvillea
316,Utr,Utricularia
317,Vac,Vaccinium
764,Vac.a-t,Vaccinium angustifolium-type
766,Vac.m-t,Vaccinium macrocarpon-type
767,Vac.o,Vaccinium oxycoccos
765,Vac.u-t,Vaccinium uliginosum-type
1219,Vac.ud,Vaccinium undiff.
1173,Vac-t,Vaccinium-type
318,Val,Valeriana
2310,Val.c,Valeriana capitata
2311,Val.o,Valeriana officinalis
1872,Val.s-t,Valeriana stenophylla-type
2312,Val.ud,Valeriana undiff.
2896,Val/Vlr,Valeriana/Valerianella
1302,Valae,Valerianaceae
527,Val-t,Valeriana-type
2895,Vlr,Valerianella
2971,Vlr-t,Valerianella-type
2978,Vll,Vallea
2509,Van,Vangueria
2510,Van.a,Vangueria acutiloba
3284,Vnt,Vantanea
3713,Varia,Varia
500,Ver,Verbena
1138,Verae,Verbenaceae
3090,Vrn,Vernonia
1818,Vrn-t,Vernonia-type
2795,Vro,Veronica
3430,Vro-t,Veronica-type
397,Vib,Viburnum
944,Vib.m-t,Viburnum acerifolium-type
769,,Viburnum cassinoides
772,,Viburnum cassinoides-type
2210,Vib.cf.o,Viburnum cf. V. opulus
770,Vib.e,Viburnum edule
396,Vib.l,Viburnum lentago
945,Vib.l-t,Viburnum lentago-type
793,Vib.n,Viburnum nudum
796,Vib.n-t,Viburnum nudum-type
794,Vib.o,Viburnum opulus
795,Vib.o-t,Viburnum opulus-type
398,Vib.r-t,Viburnum rafinesquianum-type
771,,Viburnum trilobum
399,,Viburnum trilobum-type
319,Vib.ud,Viburnum undiff.
3603,Vib-t,Viburnum-type
2938,Vic,Vicia
1876,Vi/La,Vicia/Lathyrus
808,Vic-t,Vicia-type
2504,Vig,Vigna
2505,Vig.l,Vigna luteola
332,Vio,Viola
2313,Vioae,Violaceae
2314,Vioae.ud,Violaceae undiff.
2487,Vrc,Virectaria
1757,Vir,Virola
1860,Vir.o,Virola oleifera
165,Visae,Viscaceae
1210,Visae.ud,Viscaceae undiff.
2546,Vi/Lo,Viscaceae/Loranthaceae
1334,Vis,Viscum
2050,Vsm,Vismia
1108,Vitae,Vitaceae
320,Vit,Vitis
2599,Vit.cf.a,Vitis cf. V. aestivalis
3158,Vit.r,Vitis riparia
1364,,Vitis sylvestris
1321,Vit.v,Vitis vinifera
2051,Voc,Vochysia
2039,Vocae,Vochysiaceae
2796,Wah,Wahlenbergia
1629,Wei,Weinmannia
1034,Wei.t,Weinmannia trichosperma
3285,Wei-t,Weinmannia-type
1126,pres.1,Well-preserved
1659,Wen,Wendtia
2168,Wen-t,Wendtia-type
1775,Winae,Winteraceae
321,Woo,Woodsia
2584,Woo.cf.i,Woodsia cf. W. ilvensis
2323,Woo.i,Woodsia ilvensis
2583,Woo.o,Woodsia obtusa
774,Woo-t,Woodsia-type
322,Xan,Xanthium
797,Xan-t,Xanthium-type
2732,Xthae,Xanthorrhoeaceae
2556,Xim,Ximenia
2052,Xyl,Xylosma
1354,Xyr,Xyris
1503,Yuc,Yucca
2434,Znh,Zanha
2435,Znh.g,Zanha golungensis
809,Zan,Zanthoxylum
1819,Zan.I,Zanthoxylum (type I)
1820,Zan.II,Zanthoxylum (type II)
1457,Zan.a,Zanthoxylum americanum
2429,Zan.c,Zanthoxylum chalybeum
2430,Zan.u,Zanthoxylum usambarense
400,Zan-t,Zanthoxylum-type
538,Zea,Zea
323,Zea.m,Zea mays
2080,,Zea mexicana
2692,Zel,Zelkova
501,Zig,Zigadenus
1821,Zor.cf.l,Zornia cf. Z. latifolia
2569,Zos.d,Zosterella dubia
3091,Zyg,Zygnema
1704,Zygae,Zygnemataceae
1761,Zygae.ud,Zygnemataceae undiff.
2135,Zgoae,Zygophyllaceae
2979,Zygospor,Zygospores
